150,0
149,0
148,0
147,0
146,0
145,0
144,0
143,0
142,0
141,0
140,0
139,0
138,0
137,0
136,0
135,0
134,0
133,0
132,0
131,0
130,0
129,0
128,0
127,0
126,0
125,0
124,0
123,0
122,0
121,0
120,0
119,0
118,0
117,0
116,0
115,0
114,0
113,0
112,0
111,0
110,0
109,0
108,0
107,0
106,0
105,0
104,0
103,0
102,0
101,0
100,0
99,0
98,0
97,0
96,0
95,0
94,0
93,0
92,0
91,0
90,0
89,0
88,0
87,0
86,0
85,0
84,0
83,0
82,0
81,0
80,0
79,0
78,0
77,0
76,0
75,0
74,0
73,0
72,0
71,0
70,0
69,0
68,0
67,0
66,0
65,0
64,0
63,0
62,0
61,0
60,0
59,0
58,0.00072502
57,0.00810704
56,0.030319
55,0.0705247
54,0.110796
53,0.150145
52,0.196414
51,0.254943
50,0.338123
49,0.470736
48,0.623253
47,0.758832
46,0.86574
45,0.944239
44,0.983984
43,0.997891
42,0.999868
41,1
40,1
39,1
38,1
37,1
36,1
35,1
34,1
33,1
32,1
31,1
30,1
29,1
28,1
27,1
26,1
25,1
24,1
23,1
22,1
21,1
20,1
19,1
18,1
17,1
16,1
15,1
14,1
13,1
12,1
11,1
10,1
9,1
8,1
7,1
6,1
5,1
4,1
3,1
2,1
1,1
